"","favor","contra","absten","quorum","ausen","title","leg","filename","yr","mo","dy","haveinfo"
"78",107,263,7,2,123,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR EL ARTÍCULO  VIGÉSIMO TRANSITORIO; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR LA DIP. ALEIDA ALAVEZ RUIZ)",60,"60yr1or2-sil-78",2007,3,22,1
"79",120,279,3,0,100,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS  VIGÉSIMO SEXTO Y VIGÉSIMO SÉPTIMO TRANSITORIOS; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR EL DIP. FRANCISCO MÁRQUEZ TINOCO)",60,"60yr1or2-sil-79",2007,3,22,1
"80",118,276,2,1,105,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR EL ARTÍCULO  VIGÉSIMO OCTAVO TRANSITORIO; SI SON DE ACEPTARSE LAS PROPUESTAS HECHAS POR LA DIP. CLAUDIA LILIA CRUZ SANTIAGO)",60,"60yr1or2-sil-80",2007,3,22,1
"81",385,2,27,0,88,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS 17, 31, 105, 143, 151, DÉCIMO OCTAVO, VIGÉSIMO QUINTO CON LAS MODIF. PROPUESTAS Y ACEPTADAS POR LA ASAMBLEA Y LA ADICIÓN DE UN ART. CUADRAGÉSIMO SÉPTIMO) TRANSITORIO)",60,"60yr1or2-sil-81",2007,3,22,1
"82",282,118,4,0,98,"PROYECTO DE LEY DEL ISSSTE. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS, EN SUS TÉRMINOS)",60,"60yr1or2-sil-82",2007,3,22,1
"83",345,0,1,0,156,"PUNTO DE ACUERDO DE LA COMISIÓN DE VIGILANCIA DE LA AUDITORÍA SUPERIOR DE LA FEDERACIÓN POR EL QUE SE PRORROGA EL NOMBRAMIENTO DEL LICENCIADO ROBERTO MICHEL PADILLA COMO TITULAR DE LA UNIDAD DE EVALUACIÓN Y CONTROL DE LA COMISIÓN DE VIGILANCIA DE LA AUDITORÍA SUPERIOR DE LA FEDERACIÓN, POR UN PERIODO DE CUATRO AÑOS, DEL 1º DE MAYO DE 2007 AL 30 DE ABRIL DE 2011. (SI SE APRUEBA)",60,"60yr1or2-sil-83",2007,3,27,1
"84",315,8,8,0,171,"CINCO DECRETOS QUE CONCEDEN PERMISO A 3 CC. PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS Y A 10 CC. PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS)",60,"60yr1or2-sil-84",2007,3,28,1
"85",205,103,5,4,185,"DECRETO QUE CONCEDE PERMISO A 6 CC. PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO PARTICULAR, EL ARTÍCULO PRIMERO RESERVADO, POR EL QUE SE CONCEDE PERMISO AL CIUDADANO DANIEL CABEZA DE VACA)",60,"60yr1or2-sil-85",2007,3,28,1
"86",362,2,1,0,137,"LEY ORGÁNICA DEL TRIBUNAL FEDERAL DE JUSTICIA FISCAL Y ADMINISTRATIVA. (EN LO GENERAL CON LA MODIFICACIÓN PROPUESTA POR LA COMISIÓN DE JUSTICIA Y ACEPTADA POR LA ASAMBLEA Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS)",60,"60yr1or2-sil-86",2007,3,28,1
"87",244,79,4,0,175,"LEY ORGÁNICA DEL TRIBUNAL FEDERAL DE JUSTICIA FISCAL Y ADMINISTRATIVA. (EN LO PARTICULAR EL ARTÍCULO SÉPTIMO TRANSITORIO, RESERVADO; EN SUS TÉRMINOS)",60,"60yr1or2-sil-87",2007,3,28,1
"88",162,144,3,0,193,"PUNTO DE ACUERDO EN RELACIÓN CON EL CIERRE DE LA BIBLIOTECA JOSÉ VASCONCELOS. (SI SE CONSIDERA DE URGENTE RESOLUCIÓN)",60,"60yr1or2-sil-88",2007,3,28,1
"89",118,215,8,1,160,"PUNTO DE ACUERDO EN RELACION A LAS VIOLACIONES DE LOS DERECHOS HUMANOS DE MUJERES EN EL ESTADO DE VERACRUZ (SI SE AUTORIZA INTEGRAR EN EL ORDEN DEL DÍA)",60,"60yr1or2-sil-89",2007,3,29,1
"90",385,0,0,1,116,"DOS DECRETOS QUE CONCEDEN PERMISO A 1 CC. PARA ACEPTAR Y USAR CONDECORACIONES QUE LE CONFIEREN GOBIERNOS EXTRANJEROS Y A 5 CC. PARA PRESTAR SERVICIOS EN REPRESENTACIONES DE GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR.)",60,"60yr1or2-sil-90",2007,4,10,1
"91",195,165,0,0,142,"PUNTO DE ACUERDO POR EL QUE SE EXHORTA AL PEF A NO INTERFERIR EN LOS PROCESOS ELECTORALES LOCALES, Y SE SOLICITA LA CREACIÓN DE UNA COMISIÓN PLURIPARTIDISTA QUE OBSERVE DICHOS PROCESOS.  (SI SE CONSIDERA DE URGENTE RESOLUCIÓN)",60,"60yr1or2-sil-91",2007,4,12,1
"92",331,8,11,0,152,"DECRETO POR EL QUE SE REFORMA EL ARTÍCULO TERCERO DEL DECRETO QUE AUTORIZÓ AL EJECUTIVO FEDERAL A FIRMAR, EN REPRESENTACIÓN DEL GOBIERNO DE MÉXICO, EL TEXTO DEL CONVENIO SOBRE EL FONDO MONETARIO INTERNACIONAL. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-92",2007,4,12,1
"93",273,109,2,0,118,"LEY FEDERAL DE SANIDAD ANIMAL. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-93",2007,4,19,1
"94",295,108,3,2,94,"LEY FEDERAL DE PRODUCCIÓN, CERTIFICACIÓN Y COMERCIO DE SEMILLAS.(EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-94",2007,4,19,1
"95",302,97,5,0,98,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE SANIDAD VEGETAL.(EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS)",60,"60yr1or2-sil-95",2007,4,19,1
"96",284,110,2,1,105,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE SANIDAD VEGETAL.(EN LO PARTICULAR LOS ARTÍCULOS 5º Y 14, RESERVADOS; EN SUS TÉRMINOS)",60,"60yr1or2-sil-96",2007,4,19,1
"97",253,97,3,0,149,"LEY DE LOS IMPUESTOS GENERALES DE IMPORTACIÓN Y EXPORTACIÓN (EN LO GENERAL Y EN LO PARTICULAR CON LA FE DE ERRATAS ACEPTADA)",60,"60yr1or2-sil-97",2007,4,19,1
"98",228,96,0,2,176,"DECRETO QUE ADICIONA Y REFORMA DIVERSOS ARTÍCULOS DE LA LEY DE LOS SISTEMAS DE AHORRO PARA EL RETIRO. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS)",60,"60yr1or2-sil-98",2007,4,19,1
"99",85,195,2,1,219,"DECRETO QUE ADICIONA Y REFORMA DIVERSOS ARTÍCULOS DE LA LEY DE LOS SISTEMAS DE AHORRO PARA EL RETIRO. (EN LO PARTICULAR EL ART. 3º FRAC. V BIS Y SEGUNDO PARRAFO Y ADICIÓN DE UNA FRACCIÓN V TER RESERVADOS POR LA DIP. ROSARIO ORTIZ MAGALLON)",60,"60yr1or2-sil-99",2007,4,19,1
"100",192,90,0,1,219,"DECRETO QUE ADICIONA Y REFORMA DIVERSOS ARTÍCULOS DE LA LEY DE LOS SISTEMAS DE AHORRO PARA EL RETIRO. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS EN TÉRMINOS DEL DICTAMEN.)",60,"60yr1or2-sil-100",2007,4,19,1
"101",276,122,3,2,99,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AHORRO Y CRÉDITO POPULAR Y DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARÁ EL FONDO PARA EL FORTALECIMIENTO DE SOCIEDADES Y COOPERATIVAS DE AHORRO Y PRÉSTAMO Y DE APOYO A SUS AHORRADORES. (EN LO GENERAL)",60,"60yr1or2-sil-101",2007,4,24,1
"102",407,0,5,1,89,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÚBLICA GUBERNAMENTAL. (EN LO GENERAL   CON LA MODIFICACIÓN PROPUESTA POR LA COMISIÓN DE GOBERNACIÓN Y ACEPTADA POR EL PLENO Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS)",60,"60yr1or2-sil-102",2007,4,24,1
"103",274,107,3,0,118,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÚBLICA GUBERNAMENTAL. (EN LO PARTICULAR EL ARTÍCULO 61 CON LA MODIF. PROPUESTA POR EL DIP. AGUILAR, ACEPTADO POR EL PLENO, RESERVADO)",60,"60yr1or2-sil-103",2007,4,24,1
"104",353,0,0,1,148,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE TRANSPARENCIA Y ACCESO A LA INFORMACIÓN PÚBLICA GUBERNAMENTAL. (EN LO PARTICULAR LA ADICIÓN DE UN ARTÍCULO CUARTO TRANSITORIO , RESERVADO)",60,"60yr1or2-sil-104",2007,4,24,1
"105",365,0,0,0,137,"TRES DECRETOS QUE CONCEDEN PERMISO A 1 CC PARA ACEPTAR Y DESEMPEÑAR CARGO DE CÓNSUL HONORARIO Y A 7 CC. PARA PRESTAR SERVICIOS EN GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-105",2007,4,24,1
"106",388,2,0,2,110,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AHORRO Y CRÉDITO POPULAR Y DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARÁ EL FONDO PARA EL FORTALECIMIENTO DE SOCIEDADES Y COOPERATIVAS DE AHORRO Y PRÉSTAMO Y DE APOYO A SUS AHORRADORES. (EN LO PARTICULAR LOS ARTÍCULOS NO IMPUGNADOS)",60,"60yr1or2-sil-106",2007,4,24,1
"107",399,0,1,1,101,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AHORRO Y CRÉDITO POPULAR Y DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARÁ EL FONDO PARA EL FORTALECIMIENTO DE SOCIEDADES Y COOPERATIVAS DE AHORRO Y PRÉSTAMO Y DE APOYO A SUS AHORRADORES. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS DE LA LEY DEL AHORRO Y CRÉDITO POPULAR CON LAS MODIFICACIONES ACEPTADAS)",60,"60yr1or2-sil-107",2007,4,24,1
"108",375,0,2,2,123,"DECRETO QUE ADICIONA UN SEGUNDO PÁRRAFO AL ARTÍCULO DÉCIMO TERCERO TRANSITORIO DE LA LEY GENERAL DE BIENES NACIONALES. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-108",2007,4,26,1
"109",386,0,1,1,114,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-109",2007,4,26,1
"110",396,0,1,0,105,"DECRETO QUE EXPIDE LA LEY PARA PREVENIR Y SANCIONAR LA TRATA DE PERSONAS; QUE REFORMA Y ADICIONA LA LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA; REFORMA Y ADICIONA EL CÓDIGO FEDERAL DE PROCEDIMIENTOS PENALES, Y REFORMA, ADICIONA Y DEROGA EL CÓDIGO PENAL FEDERAL. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-110",2007,4,26,1
"111",340,0,4,1,157,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DEL REGLAMENTO PARA LA TRANSPARENCIA Y EL ACCESO A LA INFORMACIÓN PÚBLICA DE LA CÁMARA DE DIPUTADOS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-111",2007,4,26,1
"112",337,0,4,1,160,"DECRETO QUE REFORMA EL ARTÍCULO 99 DE LA LEY GENERAL DE CULTURA FÍSICA Y DEPORTE. (EN LO GENERAL Y EN LO PARTICULAR CON LA MODIFICACIÓN ACEPTADA)",60,"60yr1or2-sil-112",2007,4,26,1
"113",306,0,3,0,193,"DECRETO QUE ESTABLECE LAS CARACTERÍSTICAS DE LA SÉPTIMA MONEDA DE PLATA CONMEMORATIVA DEL QUINTO CENTENARIO DEL ENCUENTRO DE DOS MUNDOS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-113",2007,4,26,1
"114",321,4,3,2,172,"DECRETO QUE ADICIONA EL DIVERSO QUE ESTABLECE LAS CARACTERÍSTICAS DE MONEDAS CONMEMORATIVAS DEL 500 ANIVERSARIO DEL ENCUENTRO DE DOS CULTURAS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-114",2007,4,26,1
"115",324,7,3,1,167,"DOS DECRETO QUE CONCEDEN PERMISO A 6 CC PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-115",2007,4,26,1
"116",244,128,6,3,121,"DECRETO QUE EXPIDE LA LEY DE PROMOCIÓN Y DESARROLLO DE LOS BIOENERGÉTICOS. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS)",60,"60yr1or2-sil-116",2007,4,26,1
"117",232,107,9,0,154,"DECRETO QUE EXPIDE LA LEY DE PROMOCIÓN Y DESARROLLO DE LOS BIOENERGÉTICOS. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS, EN TÉRMINOS DEL DICTAMEN)",60,"60yr1or2-sil-117",2007,4,26,1
"118",327,7,7,0,161,"ELECCIÓN DE INTEGRANTES DE LA COMISIÓN PERMANENTE PARA EL SEGUNDO RECESO DEL PRIMER AÑO DE EJERCICIO. (SI SE APRUEBA)",60,"60yr1or2-sil-118",2007,4,26,1
"119",305,0,5,1,191,"DECRETO POR EL QUE SE ESTABLECEN LAS CARACTERÍSTICAS DE TREINTA Y SIETE MONEDAS CONMEMORATIVAS DEL BICENTENARIO DEL INICIO DEL MOVIMIENTO DE INDEPENDENCIA Y DEL CENTENARIO DEL INICIO DE LA REVOLUCIÓN MEXICANA. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-119",2007,4,26,1
"120",300,0,0,0,202,"DECRETO POR EL QUE SE ABROGA LA LEY PARA LA TRANSPARENCIA Y ORDENAMIENTO DE LOS SERVICIOS FINANCIEROS PUBLICADA EN EL DOF EL 26 DE ENERO DE 2004, SE EXPIDE LA LEY PARA LA TRANSPARENCIA Y ORDENAMIENTO DE LOS SERVICIOS FINANCIEROS Y SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY DE INSTITUCIONES DE CRÉDITO, DE LA LEY DE PROTECCIÓN Y DEFENSA AL USUARIO Y SERVICIOS FINANCIEROS Y DE LA LEY DE LA CNBV. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-120",2007,4,26,1
"121",279,23,10,0,190,"DECRETO QUE EXPIDE LA LEY FEDERAL DE JUSTICIA PARA ADOLESCENTES. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-121",2007,4,26,1
"122",299,0,2,1,200,"DECRETO QUE ADICIONA UN ARTÍCULO 60 BIS 2 A LA LEY GENERAL DE VIDA SILVESTRE. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-122",2007,4,26,1
"123",301,0,3,1,197,"DECRETO QUE ADICIONA UNA FRACCIÓN AL ARTÍCULO 49 Y UN PÁRRAFO TERCERO AL ARTÍCULO 51 DE LA LEY GENERAL DE VIDA SILVESTRE. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-123",2007,4,26,1
"124",310,0,0,0,192,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN AL AMBIENTE. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-124",2007,4,26,1
"125",311,0,4,3,184,"DECRETO QUE REFORMA LOS ARTÍCULOS 89 Y 119 DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN AL AMBIENTE. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-125",2007,4,26,1
"126",314,0,1,1,186,"DECRETO QUE REFORMA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE POBLACIÓN. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr1or2-sil-126",2007,4,26,1
"127",430,0,6,0,66,"ELECCIÓN DE INTEGRANTES DE LA MESA DIRECTIVA QUE FUNCIONARÁ DURANTE EL SEGUNDO AÑO DE EJERCICIO DE LA SEXAGÉSIMA LEGISLATURA.",60,"60yr2or1-sil-127",2007,8,30,1
"128",143,265,5,0,90,"PUNTO DE ACUERDO PARA EXHORTAR A LA SECRETARIA DE MEDIO AMBIENTE Y RECURSOS NATURALES RECONSIDERE EL PERMISO OTORGADO A LA MINERIA SAN XAVIER, EN SAN LUIS POTOSI Y QUE SE CONSIDEREN LOS RESULTADOS DE LA CONSULTA ORGANIZADA POR EL FRENTE AMPLIO OPOSITOR. (SI SE APRUEBA)",60,"60yr2or1-sil-128",2007,9,4,1
"129",416,0,2,3,82,"DECRETO QUE REFORMA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE ACCESO DE LAS MUJERES A UNA VIDA LIBRE DE VIOLENCIA (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-129",2007,9,6,1
"130",411,0,2,0,90,"DECRETO QUE REFORMA EL ARTICULO 5 DE LA LEY GENERAL PARA LA IGUALDAD ENTRE MUJERES Y HOMBRES (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-130",2007,9,6,1
"131",398,0,1,0,104,"DECRETO QUE ADICIONA UNA FRACCION VI AL ARTICULO 198 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-131",2007,9,6,1
"132",374,5,6,0,118,"DECRETO POR EL QUE SE ADICIONA UN ARTICULO 28 BIS A LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-132",2007,9,6,1
"133",351,0,5,0,147,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE ASISTENCIA SOCIAL (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",60,"60yr2or1-sil-133",2007,9,6,1
"134",327,0,0,0,176,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE ASISTENCIA SOCIAL (EN LO PARTICULAR LOS ARTICULOS 9 Y 28 RESERVADOS CON LAS MODIFICACIONES ACEPTADAS)",60,"60yr2or1-sil-134",2007,9,6,1
"135",381,0,7,1,114,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO GENERAL CON LAS MODIFICACIONES ADMITIDAS Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",60,"60yr2or1-sil-135",2007,9,11,1
"136",355,2,9,0,137,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO PARTICULAR EL ARTICULO 12 BIS 1 Y 12 BIS 6 RESERVADOS CON LAS MODIFICACIONES ADMITIDAS)",60,"60yr2or1-sil-136",2007,9,11,1
"137",241,115,2,1,144,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO PARTICULAR EL ARTICULO 9 FRACCION 44 RESERVADO EN SUS TERMINOS)",60,"60yr2or1-sil-137",2007,9,11,1
"138",105,203,9,1,185,"PUNTO DE ACUERDO PARA EXHORTAR AL EJECUTIVO FEDERAL TOME LAS MEDIDAS NECESARIAS PARA NORMALIZAR LAS RELACIONES DIPLOMÁTICAS Y POLÍTICAS CON LA REPÚBLICA DE CUBA (SI SE ACEPTA LA MODIFICACION)",60,"60yr2or1-sil-138",2007,9,11,1
"139",228,15,92,1,167,"DECRETO QUE CONCEDE AUTORIZACIÓN AL PRESIDENTE DE LOS E.U.M.  FELIPE DE JESÚS CALDERON HINOJOSA  PARA AUSENTARSE DEL TERRITORIO NACIONAL DEL 23 AL 26 DE SEPTIEMBRE DE 2007 PARA ASISTIR AL DIALOGO DE ALTO NIVEL SOBRE EL CAMBIO CLIMÁTICO Y AL 62 PERIODO ORDINARIO DE SESIONES DE LA ASAMBLEA GENERAL DE LA ONU EN NUEVA YORK Y REALIZAR VISITAS A LAS CIUDADES DE CHICAGO Y BOSTON EN E.U.A. (EN LO GENERAL Y EN LO PARTICULAR).",60,"60yr2or1-sil-139",2007,9,12,1
"140",204,117,0,0,182,"PUNTO DE ACUERDO POR EL QUE SE DESECHA LA INICIATIVA QUE REFORMA DIVERSAS DISPOSICIONES DE LAS LEYES GENERAL DE SALUD Y FEDERAL DE COMPETENCIA ECONÓMICA. (SI SE APRUEBA)",60,"60yr2or1-sil-140",2007,9,12,1
"141",172,131,5,0,195,"PUNTO DE ACUERDO POR EL QUE SE DESECHA LA INICIATIVA QUE REFORMA LA FRACCIÓN SEGUNDA DEL ARTÍCULO 276 DE LA LEY GENERAL DE SALUD. (SI SE APRUEBA)",60,"60yr2or1-sil-141",2007,9,12,1
"142",316,94,4,0,89,"ACUERDO DE LA JUCOP PARA MODIFICAR EL ORDEN DEL DIA PARA INSERTAR EL ACUERDO RELATIVO A LA DISCUSIÓN DE LOS DICTAMENES REFERENTES A LA REFORMA FISCAL INSCRITOS EN EL ORDEN DEL DIA DEL 13-SEPT-07 (SI SE APRUEBA)",60,"60yr2or1-sil-142",2007,9,13,1
"143",464,0,2,0,37,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS. (EN LO GENERAL Y EN LO PARTICULAR DE LOS ARTICULOS NO IMPUGNADOS, CON LAS MODIFICACIONES ACEPTADAS)",60,"60yr2or1-sil-143",2007,9,13,1
"144",440,1,9,0,53,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS. (EN LO PARTICULAR ART. 79 RESERVADO Y ADICION DE UN TRANSITORIO, EN SUS TÉRMINOS)",60,"60yr2or1-sil-144",2007,9,13,1
"145",438,0,2,0,63,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS EN MATERIA DE HIDROCARBUROS Y SE DEROGAN Y REFORMAN DIVERSAS DISPOSICONES DEL DECRETO QUE REFORMA DIVERSAS DISPOSICIONES DEL TITULO SEGUNDO CAPITULO XII DE LA LEY FEDERAL DE DERECHOS PUBLICADO EN EL DIARIO OFICIAL DE LA FEDERACIÓN EL 21 DE DICIEMBRE DE 2005. (EN LO GENERAL Y EN LO PARTICULAR CON LAS MODIFICACIONES ADMITIDAS)",60,"60yr2or1-sil-145",2007,9,13,1
"146",441,0,1,0,61,"DECRETO POR EL QUE SE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LAS LEYES: FEDERAL DE PRESUPUESTO Y RESPONSABILIDAD HACENDARIA; ORGÁNICA DE LA ADMINISTRACIÓN PÚBLICA FEDERAL; DE COORDINACIÓN FISCAL; DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO; Y DE OBRAS PÚBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS. (EN LO GENERAL Y EN LO PARTICULAR CON LAS MODIFICACIONES ADMITIDAS)",60,"60yr2or1-sil-146",2007,9,13,1
"147",440,0,0,0,63,"DECRETO POR EL QUE SE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DEL IMPUESTO SOBRE LA RENTA, DEL CÓDIGO FISCAL DE LA FEDERACIÓN, DE LA LEY DEL IMPUESTO ESPECIAL SOBRE PRODUCCIÓN Y SERVICIOS Y DE LA LEY DEL IMPUESTO AL VALOR AGREGADO Y SE ESTABLECE EL SUBSIDIO PARA EL EMPLEO. (EN LO GENERAL CON LAS MODIFICACIONES ADMITIDAS Y EN LO PARTICULAR LOS ARTICULOS NO IMPUGNADOS)",60,"60yr2or1-sil-147",2007,9,13,1
"148",418,0,8,0,77,"DECRETO POR EL QUE SE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DEL IMPUESTO SOBRE LA RENTA, DEL CÓDIGO FISCAL DE LA FEDERACIÓN, DE LA LEY DEL IMPUESTO ESPECIAL SOBRE PRODUCCIÓN Y SERVICIOS Y DE LA LEY DEL IMPUESTO AL VALOR AGREGADO Y SE ESTABLECE EL SUBSIDIO PARA EL EMPLEO. (EN LO PARTICULAR LA ADICION DE LA FRAC. XVI AL ART.31 DE LA LEY DEL ISR Y LA MODIF. DEL ENCABEZADO DEL ART. PRIMERO DEL PROYECTO DE DECRETO)",60,"60yr2or1-sil-148",2007,9,13,1
"149",325,134,2,0,42,"DECRETO POR EL QUE SE EXPIDE LA LEY DEL IMPUESTO A LOS DEPÓSITOS EN EFECTIVO. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO IMPUGNADOS)",60,"60yr2or1-sil-149",2007,9,13,1
"150",294,129,2,0,78,"DECRETO POR EL QUE SE EXPIDE LA LEY DEL IMPUESTO A LOS DEPÓSITOS EN EFECTIVO. (EN LO PARTICULAR LOS ARTICULOS 1 Y 4 RESERVADOS, EN SUS TÉRMINOS)",60,"60yr2or1-sil-150",2007,9,13,1
"151",315,153,2,1,32,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO GENERAL Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS)",60,"60yr2or1-sil-151",2007,9,13,1
"152",305,135,6,1,56,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS: DEL ART. PRIMERO DEL PROY. DE DECRETO EL ART. 2º EN SUS TÉRMINOS; Y DEL 4º PENÚLTIMO PÁRRAFO,  EN SUS TÉRMINOS)",60,"60yr2or1-sil-152",2007,9,13,1
