"","favor","contra","absten","quorum","ausen","title","leg","filename","yr","mo","dy","haveinfo"
"153",289,124,4,1,85,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO PARTICULAR ARTÍCULO 4-A INCISO C) RESERVADO, CON LAS MODIFICACIONES ACEPTADAS)",60,"60yr2or1-sil-153",2007,9,13,1
"154",289,123,3,0,88,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO PARTICULAR ARTÍCULO 4-A FRACCIÓN I INCISO D), Y FRACCIÓN II PARRAFO 5, EN SUS TÉRMINOS)",60,"60yr2or1-sil-154",2007,9,13,1
"155",298,134,4,0,67,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO PARTICULAR ARTÍCULO 6 PARRAFOS 2 Y 3 , EN SUS TÉRMINOS)",60,"60yr2or1-sil-155",2007,9,13,1
"156",294,145,6,0,58,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO PARTICULAR ARTÍCULO 10-C ULTIMO PÁRRAFO, ARTICULO 51 PÁRRAFO PRIMERO Y SEGUNDO, EN SUS TÉRMINOS, DE LA LEY DE COORD. FISCAL)",60,"60yr2or1-sil-156",2007,9,13,1
"157",33,296,103,0,71,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS: DE LAS DISPOSICIONES TRANSITORIAS DE LA LEY DEL IEPS, ARTÍCULO SEXTO DEL PROYECTO DE DECRETO) -SI SE ACEPTAN LAS MODIFICACIONES PROPUESTAS POR EL DIP. FONSECA.- )",60,"60yr2or1-sil-157",2007,9,13,1
"158",274,135,7,1,86,"DECRETO QUE REFORMA ADICIONA Y DEROGA DIVERSAS DISPOSICIONES FISCALES PARA FORTALECER EL FEDERALISMO FISCAL. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS: DE LAS DISPOSICIONES TRANSITORIAS DE LA LEY DEL IEPS, ARTÍCULO SEXTO DEL PROYECTO DE DECRETO, EN SUS TÉRMINOS )",60,"60yr2or1-sil-158",2007,9,13,1
"159",307,127,4,0,65,"DECRETO QUE EXPIDE LA LEY DEL IMPUESTO EMPRESARIAL A TASA UNICA (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO IMPUGNADOS)",60,"60yr2or1-sil-159",2007,9,13,1
"160",401,0,0,0,102,"DECRETO QUE EXPIDE LA LEY DEL IMPUESTO EMPRESARIAL A TASA UNICA (EN LO PARTICULAR ARTICULOS RESERVADOS: EL ARTÍCULO DÉCIMO TRANSITORIO CON LAS MODIFICACIONES ADMITIDAS)",60,"60yr2or1-sil-160",2007,9,13,1
"161",291,128,0,0,84,"DECRETO QUE EXPIDE LA LEY DEL IMPUESTO EMPRESARIAL A TASA UNICA (EN LO PARTICULAR ARTICULOS RESERVADOS: 1, 4, 5, 6, 7, 12, 17 Y SÉPTIMO TRANSITORIO, EN SUS TÉRMINOS)",60,"60yr2or1-sil-161",2007,9,13,1
"162",273,120,0,0,110,"DECRETO QUE EXPIDE LA LEY DEL IMPUESTO EMPRESARIAL A TASA UNICA (CON LAS MODIFICACIONES PRESENTADAS POR LA COMISION Y PUBLICADAS EN LA GACETA PARLAMENTARIA, ACEPTADAS POR EL PLENO)",60,"60yr2or1-sil-162",2007,9,13,1
"163",409,32,9,1,52,"DECRETO QUE REFORMA LOS ARTÍCULOS 6, 41, 85, 99, 108, 116 y 112 SE ADICIONA EL ARTÍCULO 134 Y SE DEROGA UN PÁRRAFO AL ARTÍCULO 97 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS, EN MATERIA ELECTORAL. (EN LO GENERAL Y EN LO PARTICULAR  CON EL ADENDUM APROBADO POR LA ASAMBLEA; LOS ARTÍCULOS NO RESERVADOS.)",60,"60yr2or1-sil-163",2007,9,14,1
"164",41,336,14,0,112,"DECRETO QUE REFORMA LOS ARTÍCULOS 6, 41, 85, 99, 108, 116 y 112 SE ADICIONA EL ARTÍCULO 134 Y SE DEROGA UN PÁRRAFO AL ARTÍCULO 97 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS, EN MATERIA ELECTORAL. (ART. 41 FRACCION III APARTADO A, RESERVADO, SI SE ACEPTA LA MODIFICACION PROPUESTA PRESENTADA POR EL DIP. JORGE EMILIO GONZÁLEZ MARTÍNEZ- ).",60,"60yr2or1-sil-164",2007,9,14,1
"165",362,30,11,0,100,"DECRETO QUE REFORMA LOS ARTÍCULOS 6, 41, 85, 99, 108, 116 y 112 SE ADICIONA EL ARTÍCULO 134 Y SE DEROGA UN PÁRRAFO AL ARTÍCULO 97 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS, EN MATERIA ELECTORAL. (EN LO PARTICULAR LOS ARTÍCULOS 41, 85, 97, 99, 116 Y 122  Y EL ARTÍCULO SEGUNDO TRANSITORIO RESERVADOS, EN SUS TÉRMINOS  ).",60,"60yr2or1-sil-165",2007,9,14,1
"166",358,0,0,2,143,"DECRETO QUE ADICIONA LAS FRACCIONES XIII Y XIV AL ARTÍCULO 75 Y UNA NUEVA FRACCIÓN III AL ARTÍCULO 76 DE LA LEY GENERAL DE EDUCACIÓN. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-166",2007,9,20,1
"167",344,14,12,0,133,"DECRETO POR EL QUE SE REFORMA LA FRACCIÓN II Y SE DEROGA LA FRACCIÓN IV DEL ARTÍCULO 38 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-167",2007,9,20,1
"168",371,0,0,0,132,"DECRETO POR EL QUE SE ADICIONA LA FRACCIÓN XXIX-Ñ AL ARTÍCULO 73 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-168",2007,9,20,1
"169",332,0,0,0,171,"DECRETO QUE ADICIONA DOS PÁRRAFOS AL ARTÍCULO 16 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS. (EN LO GENERAL Y EN LO PARTICULAR",60,"60yr2or1-sil-169",2007,9,20,1
"170",316,10,10,0,167,"DECRETO QUE ADICIONA UN SEGUNDO PARRAFO AL ARTÍCULO 64 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-170",2007,9,20,1
"171",314,0,0,0,189,"DECRETO QUE REFORMA Y ADICIONA EL ARTÍCULO 53 DE LA LEY ORGÁNICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-171",2007,9,20,1
"172",330,0,0,1,172,"DECRETO QUE REFORMA Y ADICIONA LA LEY SOBRE EL ESCUDO LA BANDERA Y EL HIMNO NACIONALES (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-172",2007,10,4,1
"173",370,0,1,2,130,"DECRETO QUE ADICIONA UNA FRACCIÓN XXX AL ARTÍCULO 3 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-173",2007,10,9,1
"174",343,0,1,0,159,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-174",2007,10,9,1
"175",337,0,1,2,163,"DECRETO QUE REFORMA LOS ARTÍCULOS 3, 10, 11 Y 12 DE LA LEY FEDERAL DE RESPONSABILIDADES DE LOS SERVIDORES PÚBLICOS (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-175",2007,10,9,1
"176",336,2,3,1,161,"DECRETO QUE REFORMA Y ADICIONA LOS ARTÍCULOS 4 Y 71 DE LA LEY DE VIVIENDA (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-176",2007,10,9,1
"177",355,0,2,0,146,"DOS DECRETOS QUE CONCEDEN PERMISO A SIETE CIUDADANOS MEXICANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES DIPLOMÁTICAS DE GOBIERNOS EXTRANJEROS (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-177",2007,10,9,1
"178",317,11,11,2,162,"DECRETO POR EL QUE SE CONCEDE PERMISO A LA LIC. PATRICIA ESPINOSA CANTELLANO, SECRETARIA DE RELACIONES EXTERIORES PARA ACEPTAR Y USAR LA CONDECORACIÓN ORDEN DEL MÉRITO DE CHILE EN GRADO DE GRAN CRUZ QUE LE CONFIERE LA REPÚBLICA DE CHILE Y LA ORDEN DEL SOL DE PERÚ EN GRADO DE GRAN CRUZ QUE LE CONFIERE LA REPÚBLICA DE PERÚ (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-178",2007,10,9,1
"179",310,0,34,0,159,"DECRETO QUE REFORMA EL ÚLTIMO PÁRRAFO DEL ARTÍCULO 24 DE LA LEY DE CONCURSOS MERCANTILES (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-179",2007,10,16,1
"180",308,2,5,0,188,"DOS DECRETOS QUE CONDECEN PERMISO A ONCE CIUDADANOS MEXICANOS, NUEVE PARA PRESTAR SERVICIOS EN REPRESENTACIONES DE GOBIERNOS EXTRANJEROS Y DOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-180",2007,10,16,1
"181",376,0,6,0,121,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",60,"60yr2or1-sil-181",2007,10,18,1
"182",67,232,8,3,193,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LAS MODIFICACIONES PROPUESTAS POR EL DIP. EDUARDO ESPINOSA ABUXAPQUI AL ARTICULO 8 FRACCION IX, RESERVADO, SI SE ADMITE A DISCUSIÓN)",60,"60yr2or1-sil-182",2007,10,18,1
"183",89,212,9,2,191,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LAS MODIFICACIONES PROPUESTAS POR LA DIP. ADDY JOAQUIN COLDWELL AL ARTICULO 8 FRACCION IX, 16, PRIMERO TRANSITORIO Y SEGUNDO TRANSITORIO, FRACCION IV, RESERVADOS, SI SE ADMITEN A DISCUSIÓN)",60,"60yr2or1-sil-183",2007,10,18,1
"184",299,0,0,0,204,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LAS MODIFICACIONES ACEPTADAS POR LA ASAMBLEA DE LA PROPUESTA DEL DIP. GERARDO BUGANZA SALMERÓN AL ARTICULO 20, RESERVADO)",60,"60yr2or1-sil-184",2007,10,18,1
"185",289,2,1,1,210,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR EL ARTICULO 288-G Y ADICIÓN DE UN ARTÍCULO SÉPTIMO TRANSITORIO CON LA MODIFICACION ACEPTADA POR LA ASAMBLEA DEL DIP. JOSE MANUEL DEL RIO VIRGEN )",60,"60yr2or1-sil-185",2007,10,18,1
"186",277,27,6,2,191,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE DERECHOS (EN LO PARTICULAR LOS ARTÍCULOS 8, 16, 18-A, PRIMERO Y SEGUNDO TRANSITORIOS, EN SUS TÉRMINOS )",60,"60yr2or1-sil-186",2007,10,18,1
"187",282,31,0,0,190,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",60,"60yr2or1-sil-187",2007,10,18,1
"188",101,185,3,0,214,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTICULO 1, RESERVADO POR EL DIP. JUAN GUERRA OCHOA (PRD))",60,"60yr2or1-sil-188",2007,10,18,1
"189",275,1,0,0,227,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTICULO 15 CON LA MODIFICACION ACEPTADA POR LA ASAMBLEA DE LA  DIP. MARINA ARVIZU RIVAS (ALT))",60,"60yr2or1-sil-189",2007,10,18,1
"190",275,0,0,0,228,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTÍCULO 16 FRACCIÓN IX, SI SE ADMITE LA MODIFICACION PROPUESTA POR EL DIP. CARLOS ALBERTO PUENTE SALAS (PVEM))",60,"60yr2or1-sil-190",2007,10,18,1
"191",160,97,6,0,240,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTÍCULO 16 FRACCIÓN III, SI SE ADMITE LA MODIFICACION PROPUESTA POR EL DIP. GUSTAVO FERNANDO CABALLERO CAMARGO (PRI))",60,"60yr2or1-sil-191",2007,10,18,1
"192",45,163,3,3,289,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR SI SE ADMITE A DISCUSION LA ADICION DE UN ARTICULO TRANSITORIO PROPUESTO POR EL DIP. CARLOS NAVARRO LOPEZ (PRD))",60,"60yr2or1-sil-192",2007,10,18,1
"193",273,132,4,0,94,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR ARTICULOS, 1, 2, 5, 7 y 12, RESERVADOS, EN SUS TÉRMINOS)",60,"60yr2or1-sil-193",2007,10,18,1
"194",398,0,0,0,105,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR ARTICULOS, 15, 16 FRACCIÓN IX, Y 23, RESERVADOS, CON LAS MODIFICACIONES ACEPTADAS)",60,"60yr2or1-sil-194",2007,10,18,1
"195",256,133,3,0,111,"LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR ARTICULO 16 FRACCIÓN III, RESERVADO, CON LAS MODIFICACIONES ACEPTADAS)",60,"60yr2or1-sil-195",2007,10,18,1
"196",172,147,6,0,178,"PUNTO DE ACUERDO POR EL QUE SE EXHORTA AL EJECUTIVO FEDERAL, PARA QUE A TRAVÉS DE LA SEMARNAT, OTORGUE A LA SCT EL BENEFICIO QUE SEÑALA EL ARTÍCULO 120 DEL REGLAMENTO DE LA LEY GENERAL DE DESARROLLO FORESTAL SUSTENTABLE. (SI SE CONSIDERA DE URGENTE RESOLUCION)",60,"60yr2or1-sil-196",2007,10,18,1
"197",139,222,3,2,137,"PUNTO DE ACUERDO PARA CONSTITUIR UNA SUBCOMISIÓN PLURAL EN EL SENO DE LA COMISIÓN DE HACIENDA Y CRÉDITO PÚBLICO  INTEGRADA POR LEGISLADORES DE LA COMISIÓN REFERIDA Y LAS DE AGRICULTURA Y GANADERÍA  DE ECONOMÍA Y DE DESARROLLO RURAL PARA QUE CON LA CONCURRENCIA DE LAS DEPENDENCIAS DEL EJECUTIVO QUE LA SUBCOMISIÓN CONSIDERE PERTINENTES  ANALICEN Y PROPONGAN MEDIDAS Y SOLUCIONES DE CORTO  MEDIANO Y LARGO PLAZO QUE TRADUCIDAS EN LA INICIATIVA DE LEY DEFIENDAN LOS INTERESES DE LOS PRODUCTORES MEXICANOS EN LAS CONDICIONES DE TOTAL LIBERALIZACIÓN DEL COMERCIO AGROPECUARIO DISPUESTO EN EL TLCAN. (SI SE ACEPTA A DISCUSIÓN LA PROPUESTA DEL DIP. CARLOS ERNESTO NAVARRO LÓPEZ)",60,"60yr2or1-sil-197",2007,10,25,1
"198",354,36,8,3,102,"DECRETO QUE EXPIDE LA LEY DE PROMOCIÓN Y DESARROLLO DE LOS BIOENERGÉTICOS. (EN LO GENERAL CON LAS MODIFICACIONES PROPUESTAS POR LA COMISIÓN Y ACEPTADAS POR LA ASAMBLEA Y EN LO PARTICULAR LOS ARTÍCULOS NO RESERVADOS).",60,"60yr2or1-sil-198",2007,10,30,1
"199",351,22,4,1,125,"DECRETO QUE EXPIDE LA LEY DE PROMOCIÓN Y DESARROLLO DE LOS BIOENERGÉTICOS. (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS 1, 2 Y 25 EN SUS TÉRMINOS Y 11 CON LA MODIFICACIÓN ACEPTADA).",60,"60yr2or1-sil-199",2007,10,30,1
"200",331,5,6,2,159," DECRETO QUE REFORMA EL ARTÍCULO 8 Y DEROGA EL INCISO A) DEL ARTÍCULO 5 DE LA LEY DEL SERVICIO PROFESIONAL DE CARRERA EN LA ADMINISTRACIÓN PÚBLICA FEDERAL. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-200",2007,10,30,1
"201",336,0,13,0,154,"CINCO DECRETOS QUE CONCEDEN PERMISO A TRES CIUDADANOS PARA ACEPTAR Y USAR CONDECORACIONES QUE LES OTORGAN GOBIERNOS EXTRANJEROS Y A 36 CIUDADANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS (EN LO GENERAL Y EN LO PARTICULAR).",60,"60yr2or1-sil-201",2007,10,30,1
"202",243,13,69,1,177,"DECRETO QUE CONCEDE AUTORIZACIÓN AL PRESIDENTE DE LOS ESTADOS UNIDOS MEXICANOS  FELIPE DE JESÚS CALDERÓN HINOJOSA  PARA AUSENTARSE DEL TERRITORIO NACIONAL DEL 6 AL 10 DE NOVIEMBRE DE 2007  A EFECTO DE QUE PARTICIPE EN LA XVII CUMBRE IBEROAMERICANA DE JEFES DE ESTADO Y DE GOBIERNO A CELEBRARSE EN LA CIUDAD DE SANTIAGO DE CHILE Y PARA QUE REALICE VISITAS OFICIALES A PANAMÁ COLOMBIA Y PERÚ. (EN LO GENERAL Y EN LO PARTICULAR).",60,"60yr2or1-sil-202",2007,10,30,1
"203",221,10,60,1,211,"DOS DECRETOS QUE CONCEDEN PERMISO AL C. LIC. FELIPE DE JESÚS CALDERÓN HINOJOSA PRESIDENTE DE LOS ESTADOS UNIDOS MEXICANOS  PARA ACEPTAR Y USAR LAS CONDECORACIONES DE LA ORDEN ""EL SOL DEL PERÚ""  EN GRADO DE GRAN CRUZ CON BRILLANTES Y LA MEDALLA DE HONOR EN EL GRADO DE GRAN CRUZ  QUE LE CONFIEREN EL GOBIERNO Y EL CONGRESO DE LA REPÚBLICA DEL PERÚ,  RESPECTIVAMENTE. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-203",2007,10,31,1
"204",371,0,0,0,132,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE DESARROLLO RURAL SUSTENTABLE (EN LO GENERAL Y EN LO PARTUCULAR)",60,"60yr2or1-sil-204",2007,11,6,1
"205",362,0,0,0,141,"DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-205",2007,11,6,1
"206",339,0,10,1,153,"DOS DECRETOS QUE CONCEDEN PERMISO A 14 CIUDADANOS PARA PRESTAR SERVICIOS EN REPRESENTACIONES EXTRANJERAS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-206",2007,11,6,1
"207",218,92,18,0,175," PUNTO DE ACUERDO PARA EXHORTAR AL EJECUTIVO FEDERAL DECLARE EL 17 DE MAYO DE CADA AÑO COMO EL 'DIA NACIONAL DE LUCHA CONTRA LA HOMOFOBIA'; Y A LA COMISIÓN NACIONAL PARA PREVENIR LA DISCRIMINACIÓN, A FOTALECER SUS TAREAS DE LAS CAMPAÑAS NACIONALES DE EDUCACIÓN A NIVEL NACIONAL QUE PROMUEVAN EL RESPETO Y LA TOLERANCIA DE LA DIVERSIDAD SEXUAL. (SI SE APRUEBA)",60,"60yr2or1-sil-207",2007,11,6,1
"208",284,31,15,1,172,"DECRETO QUE ADICIONA UN NUEVO  INCISO H)  PASANDO EL ACTUAL  AL  INCISO I) AL ARTÍCULO 34 DE LA LEY ORGÁNICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-208",2007,11,6,1
"209",450,6,3,1,43,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS  CON LAS MODIFICACIONES PROPUESTAS POR LA COMISIÓN Y ADMITIDAS POR EL PLENO)",60,"60yr2or1-sil-209",2007,11,12,1
"210",146,249,16,3,89," PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTICULO 19, PARRAFO NOVENO RESERVADO,  SI SE ADMITE A DISCUSION LA MODIFICACION PROPUESTA POR EL DIP. JOSE MANUEL DEL RIO VIRGEN (CONV))",60,"60yr2or1-sil-210",2007,11,12,1
"211",121,270,8,1,103," PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ARTICULO 20, PARRAFOS SEGUNDO Y TERCERO RESERVADOS, SI SE ADMITE A DISCUSION LA MODIFICACION PROPUESTA POR EL DIP. ANTONIO ALMAZAN GONZALEZ (PRD))",60,"60yr2or1-sil-211",2007,11,12,1
"212",135,247,7,0,114,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR EL ANEXO 1, APARTADO B RAMO 07; ANEXO 1 APARTADO B RAMO 12 RESERVADOS, SI SE ADMITEN A DISCUSION LAS PROPUESTAS POR EL DIP. CUAUHTEMOC SANDOVAL RAMIREZ (PRD))",60,"60yr2or1-sil-212",2007,11,12,1
"213",313,129,5,1,55,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR ARTICULOS RESERVADOS 8, 20, ARTICULO TRANSITORIO VIGESIMO TERCERO Y ANEXO 1, EN SUS TERMINOS; ANEXO 7 CON LAS MODIFICACIONES Y ADICIONES ACEPTADAS)",60,"60yr2or1-sil-213",2007,11,12,1
"214",445,1,4,0,53,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2008 (EN LO PARTICULAR ARTICULOS RESERVADOS 19, ANEXO 10, EN TERMINOS DEL DICTAMEN; ARTÍCULOS 43, 52, TRANSITORIO VIGESIMO PRIMERO; ADICION DE UN TRANSITORIO, ANEXOS 21, 23 C Y 27 CON LAS MODIFICACIONES Y ADICIONES ACEPTADAS)",60,"60yr2or1-sil-214",2007,11,12,1
"215",353,11,4,1,134," DECRETO POR EL QUE SE ESTABLECE UN ARTICULO TRANSITORIO UNICO DE LA LEY ORGANICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-215",2007,11,14,1
"216",362,0,1,0,140,"DECRETO QUE REFORMA EL ARTÍCULO 80 DE LA LEY AGRARIA. (EN LO GENERAL Y EN LO PARTICULAR,  CON LA MODIFICACIÓN PROPUESTA POR LA DIP. VALENTINA BATRES (PRD) Y ACEPTADA POR LA ASAMBLEA)",60,"60yr2or1-sil-216",2007,11,20,1
"217",361,0,0,0,142,"DECRETO QUE REFORMA LA FRACCIÓN VI DEL ARTÍCULO 7 DE LA LEY GENERAL DE EDUCACIÓN. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-217",2007,11,20,1
"218",348,0,3,0,152,"DECRETO QUE REFORMA EL TERCER PÁRRAFO DEL ARTÍCULO 1º DE LA LEY FEDERAL DE PROCEDIMIENTO ADMINISTRATIVO. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-218",2007,11,20,1
"219",372,0,8,0,123,"ACUERDO DE LA JUCOP POR EL QUE SE PRESENTA AL PLENO DE LA CAMARA DE DIPUTADOS EL PROCEDIMIENTO Y CONVOCATORIA PARA LA INTEGRACIÓN DEL CONSEJO GENERAL DE IFE. (SI SE APRUEBA)",60,"60yr2or1-sil-219",2007,11,20,1
"220",302,3,0,0,198,"DECRETO QUE ADICIONA UN PARRAFO SEGUNDO AL ARTICULO DECIMO CUARTO TRANSITORIO DEL DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-220",2007,11,22,1
"221",279,0,0,0,224,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CÓDIGO CIVIL FEDERAL Y DEL CÓDIGO FEDERAL DE PROCEDIMIENTOS CIVILES. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-221",2007,11,29,1
"222",281,0,2,0,220,"DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES DEL CÓDIGO FEDERAL DE PROCEDIMIENTOS CIVILES. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-222",2007,11,29,1
"223",256,0,2,1,244,"DECRETO QUE REFORMA LA TARIFA DEL ARTÍCULO 14 DE LA LEY DEL IMPUESTO SOBRE TENENCIA O USO DE VEHÍCULOS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-223",2007,11,29,1
"224",273,0,1,0,229,"DECRETO QUE REFORMA LA FRACCIÓN LIX DEL ARTÍCULO 3 DE LA LEY DE AGUAS NACIONALES. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-224",2007,11,29,1
"225",309,0,1,0,193,"DECRETO QUE REFORMA,  ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY PARA REGULAR LAS SOCIEDADES DE INFORMACIÓN CREDITICIA. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-225",2007,11,29,1
"226",258,0,4,0,241,"CUATRO DECRETOS QUE CONCEDEN PERMISO A 15 CIUDADANOS MEXICANOS; 5 CC. PARA PRESTAR SERVICIOS EN REPRESENTACIONES DE GOBIERNOS EXTRANJEROS Y A 10 CC. PARA ACEPTAR Y USAR CONDECORACIONES QUE LES CONFIEREN GOBIERNOS EXTRANJEROS. (EN LO GENERAL Y EN LO PARTICULAR)",60,"60yr2or1-sil-226",2007,11,29,1
